"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","participant","uid","list","timestamp","condition","block","item_no","correct","responses"
"9142.469999962486","By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com""> stanfordpsych251@gmail.com</a>. You must be at least 18 years old to participate, and you must be a native English speaker and have normal or corrected-to-normal vision. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. We have recently been made aware that your public Amazon.com profile can be accessed via your worker ID if you do not choose to opt out. If you would like to opt out of this feature, you may follow instructions available <a href=""http://www.amazon.com/gp/help/customer/display.html?nodeId=16465241"">here</a>. <br /><br />[Press spacebar to continue.]","32","html-keyboard-response","0","9148","0.0-0.0","","u0bvch7umo","1","1605126738827","","","","",""
"28461.93999995012","Each screen will show a sequence of five English words, which either form a grammatical English sentence (e.g. ""The cow eats the grass"") or an ungrammatical sequence (e.g. ""Planet orange a the mention""). Decide as rapidly and as accurately as possible if the sequence of words forms a grammatically correct sentence or not. Press the 'J' key with your right index finger if the sequence is grammatical, and press the 'F' key with your left index finger if the sequence is ungrammatical. A colored dot will then appear, indicating whether your response was correct (green) or incorrect (red).<br /><br />There will be two practice sequences, followed by four blocks of test sequences. Please sit about 60cm away from your screen, and display the task in full screen. This HIT takes around 10 minutes to complete; please complete it in one sitting. <br /><br />[Press spacebar to begin the practice.]","32","html-keyboard-response","1","37612","0.0-1.0","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","2","38176","0.0-2.0-0.0","","u0bvch7umo","1","1605126738827","","","","",""
"1785.8799999812618","<p class='stimulus'>It moved over there slowly</p>","74","html-keyboard-response","3","39964","0.0-2.0-1.0","","u0bvch7umo","1","1605126738827","gram","0","2","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","4","42014","0.0-2.0-2.0","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","5","42616","0.0-2.0-0.1","","u0bvch7umo","1","1605126738827","","","","",""
"1824.9599999981","<p class='stimulus'>The white was cat big</p>","70","html-keyboard-response","6","44442","0.0-2.0-1.1","","u0bvch7umo","1","1605126738827","transword","0","1","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","7","46484","0.0-2.0-2.1","","u0bvch7umo","1","1605126738827","","","","",""
"2474.729999899864","You have completed the practice. You will now begin the experiment proper, which is composed of four blocks of sequences.<br /><br />[Press spacebar to begin the experiment.]","32","html-keyboard-response","8","48960","0.0-3.0","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","9","49672","0.0-4.0-0.0","","u0bvch7umo","1","1605126738827","","","","",""
"1429.4999999692664","<p class='stimulus'>Her handsome is neighbor moving</p>","70","html-keyboard-response","10","51103","0.0-4.0-1.0","","u0bvch7umo","1","1605126738827","transword","1","4","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","11","53154","0.0-4.0-2.0","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","12","53853","0.0-4.0-0.1","","u0bvch7umo","1","1605126738827","","","","",""
"1304.175000055693","<p class='stimulus'>My wooden is cabin forget</p>","70","html-keyboard-response","13","55159","0.0-4.0-1.1","","u0bvch7umo","1","1605126738827","control","1","44","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","14","57215","0.0-4.0-2.1","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","15","57942","0.0-4.0-0.2","","u0bvch7umo","1","1605126738827","","","","",""
"1819.3149999715388","<p class='stimulus'>I finished a making rockular</p>","70","html-keyboard-response","16","59762","0.0-4.0-1.2","","u0bvch7umo","1","1605126738827","control","1","65","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","17","61798","0.0-4.0-2.2","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","18","62477","0.0-4.0-0.3","","u0bvch7umo","1","1605126738827","","","","",""
"1178.499999921769","<p class='stimulus'>We wish to see you</p>","74","html-keyboard-response","19","63656","0.0-4.0-1.3","","u0bvch7umo","1","1605126738827","gram","1","84","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","20","65716","0.0-4.0-2.3","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","21","66426","0.0-4.0-0.4","","u0bvch7umo","1","1605126738827","","","","",""
"1308.725000009872","<p class='stimulus'>Your old never uncles there</p>","70","html-keyboard-response","22","67736","0.0-4.0-1.4","","u0bvch7umo","1","1605126738827","control","1","43","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","23","69770","0.0-4.0-2.4","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","24","70510","0.0-4.0-0.5","","u0bvch7umo","1","1605126738827","","","","",""
"1125.3549999091774","<p class='stimulus'>There should be no problem</p>","74","html-keyboard-response","25","71636","0.0-4.0-1.5","","u0bvch7umo","1","1605126738827","gram","1","103","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","26","73675","0.0-4.0-2.5","","u0bvch7umo","1","1605126738827","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","27","74391","0.0-4.0-0.6","","u0bvch7umo","1","1605126738827","","","","",""
