"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","participant","uid","list","timestamp","condition","block","item_no","correct","responses"
"13936.500000068918","By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com""> stanfordpsych251@gmail.com</a>. You must be at least 18 years old to participate, and you must be a native English speaker and have normal or corrected-to-normal vision. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. We have recently been made aware that your public Amazon.com profile can be accessed via your worker ID if you do not choose to opt out. If you would like to opt out of this feature, you may follow instructions available <a href=""http://www.amazon.com/gp/help/customer/display.html?nodeId=16465241"">here</a>. <br /><br />[Press spacebar to continue.]","32","html-keyboard-response","0","13942","0.0-0.0","","gfsafrz86l","1","1605120746118","","","","",""
"26255.65499998629","Each screen will show a sequence of five English words, which either form a grammatical English sentence (e.g. ""The cow eats the grass"") or an ungrammatical sequence (e.g. ""Planet orange a the mention""). Decide as rapidly and as accurately as possible if the sequence of words forms a grammatically correct sentence or not. Press the 'J' key with your right index finger if the sequence is grammatical, and press the 'F' key with your left index finger if the sequence is ungrammatical. A colored dot will then appear, indicating whether your response was correct (green) or incorrect (red).<br /><br />There will be two practice sequences, followed by four blocks of test sequences. Please sit about 60cm away from your screen, and display the task in full screen. This HIT takes around 10 minutes to complete; please complete it in one sitting. <br /><br />[Press spacebar to begin the practice.]","32","html-keyboard-response","1","40200","0.0-1.0","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","2","40784","0.0-2.0-0.0","","gfsafrz86l","1","1605120746118","","","","",""
"1726.9550000783056","<p class='stimulus'>The white was cat big</p>","70","html-keyboard-response","3","42513","0.0-2.0-1.0","","gfsafrz86l","1","1605120746118","transword","0","1","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","4","44529","0.0-2.0-2.0","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","5","45109","0.0-2.0-0.1","","gfsafrz86l","1","1605120746118","","","","",""
"1418.650000123307","<p class='stimulus'>It moved over there slowly</p>","74","html-keyboard-response","6","46528","0.0-2.0-1.1","","gfsafrz86l","1","1605120746118","gram","0","2","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","7","48536","0.0-2.0-2.1","","gfsafrz86l","1","1605120746118","","","","",""
"1140.330000082031","You have completed the practice. You will now begin the experiment proper, which is composed of four blocks of sequences.<br /><br />[Press spacebar to begin the experiment.]","32","html-keyboard-response","8","49677","0.0-3.0","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","9","50260","0.0-4.0-0.0","","gfsafrz86l","1","1605120746118","","","","",""
"1207.0700000040233","<p class='stimulus'>The iron will rust outside</p>","74","html-keyboard-response","10","51468","0.0-4.0-1.0","","gfsafrz86l","1","1605120746118","gram","1","87","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","11","53484","0.0-4.0-2.0","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","12","54051","0.0-4.0-0.1","","gfsafrz86l","1","1605120746118","","","","",""
"933.9799999725074","<p class='stimulus'>The famous is beach movie</p>","70","html-keyboard-response","13","54987","0.0-4.0-1.1","","gfsafrz86l","1","1605120746118","control","1","66","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","14","56992","0.0-4.0-2.1","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","15","57574","0.0-4.0-0.2","","gfsafrz86l","1","1605120746118","","","","",""
"1386.295000091195","<p class='stimulus'>They have four children altogether</p>","74","html-keyboard-response","16","58962","0.0-4.0-1.2","","gfsafrz86l","1","1605120746118","gram","1","144","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","17","60977","0.0-4.0-2.2","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","18","61558","0.0-4.0-0.3","","gfsafrz86l","1","1605120746118","","","","",""
"1573.3399998862296","<p class='stimulus'>His nice friend best laughs</p>","70","html-keyboard-response","19","63132","0.0-4.0-1.3","","gfsafrz86l","1","1605120746118","transword","1","7","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","20","65144","0.0-4.0-2.3","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","21","65720","0.0-4.0-0.4","","gfsafrz86l","1","1605120746118","","","","",""
"1468.875000020489","<p class='stimulus'>Their dog very was tomatoes</p>","70","html-keyboard-response","22","67191","0.0-4.0-1.4","","gfsafrz86l","1","1605120746118","control","1","67","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","23","69199","0.0-4.0-2.4","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","24","69774","0.0-4.0-0.5","","gfsafrz86l","1","1605120746118","","","","",""
"1379.9350000917912","<p class='stimulus'>We will for come cold</p>","70","html-keyboard-response","25","71156","0.0-4.0-1.5","","gfsafrz86l","1","1605120746118","control","1","64","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","26","73163","0.0-4.0-2.5","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","27","73735","0.0-4.0-0.6","","gfsafrz86l","1","1605120746118","","","","",""
"1824.680000077933","<p class='stimulus'>I finished a making rockular</p>","74","html-keyboard-response","28","75561","0.0-4.0-1.6","","gfsafrz86l","1","1605120746118","control","1","65","false",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""red"" /></svg>","null","html-keyboard-response","29","77579","0.0-4.0-2.6","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","30","78198","0.0-4.0-0.7","","gfsafrz86l","1","1605120746118","","","","",""
"1677.6549997739494","<p class='stimulus'>The garden vegetables grew out</p>","74","html-keyboard-response","31","79877","0.0-4.0-1.7","","gfsafrz86l","1","1605120746118","gram","1","143","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","32","81891","0.0-4.0-2.7","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","33","82472","0.0-4.0-0.8","","gfsafrz86l","1","1605120746118","","","","",""
"1527.900000102818","<p class='stimulus'>The scared really children fast</p>","70","html-keyboard-response","34","84002","0.0-4.0-1.8","","gfsafrz86l","1","1605120746118","control","1","45","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","35","86018","0.0-4.0-2.8","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","36","86587","0.0-4.0-0.9","","gfsafrz86l","1","1605120746118","","","","",""
"1693.7899999320507","<p class='stimulus'>This beautiful panel solar works</p>","70","html-keyboard-response","37","88283","0.0-4.0-1.9","","gfsafrz86l","1","1605120746118","transword","1","25","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","38","90291","0.0-4.0-2.9","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","39","90862","0.0-4.0-0.10","","gfsafrz86l","1","1605120746118","","","","",""
"1186.3450000528246","<p class='stimulus'>She threw out the flour</p>","74","html-keyboard-response","40","92052","0.0-4.0-1.10","","gfsafrz86l","1","1605120746118","gram","1","83","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","41","94066","0.0-4.0-2.10","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","42","94636","0.0-4.0-0.11","","gfsafrz86l","1","1605120746118","","","","",""
"1077.3499999195337","<p class='stimulus'>Her desk has rounded corners</p>","74","html-keyboard-response","43","95716","0.0-4.0-1.11","","gfsafrz86l","1","1605120746118","gram","1","124","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","44","97720","0.0-4.0-2.11","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","45","98317","0.0-4.0-0.12","","gfsafrz86l","1","1605120746118","","","","",""
"1061.8300000205636","<p class='stimulus'>The thin falls rod gently</p>","70","html-keyboard-response","46","99380","0.0-4.0-1.12","","gfsafrz86l","1","1605120746118","transword","1","24","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","47","101390","0.0-4.0-2.12","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","48","101965","0.0-4.0-0.13","","gfsafrz86l","1","1605120746118","","","","",""
"1321.5250000357628","<p class='stimulus'>She eats fruit a salad</p>","70","html-keyboard-response","49","103289","0.0-4.0-1.13","","gfsafrz86l","1","1605120746118","transword","1","27","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","50","105295","0.0-4.0-2.13","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","51","105865","0.0-4.0-0.14","","gfsafrz86l","1","1605120746118","","","","",""
"1266.9250001199543","<p class='stimulus'>Their door bell is ringing</p>","74","html-keyboard-response","52","107134","0.0-4.0-1.14","","gfsafrz86l","1","1605120746118","gram","1","107","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","53","109135","0.0-4.0-2.14","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","54","109704","0.0-4.0-0.15","","gfsafrz86l","1","1605120746118","","","","",""
"1583.8550000917166","<p class='stimulus'>These pretty stones oval roll</p>","70","html-keyboard-response","55","111290","0.0-4.0-1.15","","gfsafrz86l","1","1605120746118","transword","1","23","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","56","113293","0.0-4.0-2.15","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","57","113864","0.0-4.0-0.16","","gfsafrz86l","1","1605120746118","","","","",""
"1116.7750000022352","<p class='stimulus'>The newspaper can be recycled</p>","74","html-keyboard-response","58","114983","0.0-4.0-1.16","","gfsafrz86l","1","1605120746118","gram","1","146","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","59","116992","0.0-4.0-2.16","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","60","117561","0.0-4.0-0.17","","gfsafrz86l","1","1605120746118","","","","",""
"1396.4199998881668","<p class='stimulus'>That brown runs horse cried</p>","70","html-keyboard-response","61","118959","0.0-4.0-1.17","","gfsafrz86l","1","1605120746118","control","1","46","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","62","120969","0.0-4.0-2.17","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","63","121547","0.0-4.0-0.18","","gfsafrz86l","1","1605120746118","","","","",""
"1353.8349999580532","<p class='stimulus'>The young bounces girl eagerly</p>","70","html-keyboard-response","64","122902","0.0-4.0-1.18","","gfsafrz86l","1","1605120746118","transword","1","6","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","65","124911","0.0-4.0-2.18","","gfsafrz86l","1","1605120746118","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","66","125484","0.0-4.0-0.19","","gfsafrz86l","1","1605120746118","","","","",""
"1119.660000083968","<p class='stimulus'>His lawn chair can fold</p>","74","html-keyboard-response","67","126605","0.0-4.0-1.19","","gfsafrz86l","1","1605120746118","gram","1","125","true",""
