"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","participant","uid","list","timestamp","condition","block","item_no","correct","responses"
"2765.4149997979403","By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com""> stanfordpsych251@gmail.com</a>. You must be at least 18 years old to participate, and you must be a native English speaker and have normal or corrected-to-normal vision. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. We have recently been made aware that your public Amazon.com profile can be accessed via your worker ID if you do not choose to opt out. If you would like to opt out of this feature, you may follow instructions available <a href=""http://www.amazon.com/gp/help/customer/display.html?nodeId=16465241"">here</a>. <br /><br />[Press spacebar to continue.]","32","html-keyboard-response","0","2769","0.0-0.0","","hy9tou1xc0","1","1605125429412","","","","",""
"11879.394999705255","Each screen will show a sequence of five English words, which either form a grammatical English sentence (e.g. ""The cow eats the grass"") or an ungrammatical sequence (e.g. ""Planet orange a the mention""). Decide as rapidly and as accurately as possible if the sequence of words forms a grammatically correct sentence or not. Press the 'J' key with your right index finger if the sequence is grammatical, and press the 'F' key with your left index finger if the sequence is ungrammatical. A colored dot will then appear, indicating whether your response was correct (green) or incorrect (red).<br /><br />There will be two practice sequences, followed by four blocks of test sequences. Please sit about 60cm away from your screen, and display the task in full screen. This HIT takes around 10 minutes to complete; please complete it in one sitting. <br /><br />[Press spacebar to begin the practice.]","32","html-keyboard-response","1","14649","0.0-1.0","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","2","15281","0.0-2.0-0.0","","hy9tou1xc0","1","1605125429412","","","","",""
"3589.2099998891354","<p class='stimulus'>The white was cat big</p>","74","html-keyboard-response","3","18871","0.0-2.0-1.0","","hy9tou1xc0","1","1605125429412","transword","0","1","false",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""red"" /></svg>","null","html-keyboard-response","4","20873","0.0-2.0-2.0","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","5","21506","0.0-2.0-0.1","","hy9tou1xc0","1","1605125429412","","","","",""
"2388.3650000207126","<p class='stimulus'>It moved over there slowly</p>","74","html-keyboard-response","6","23895","0.0-2.0-1.1","","hy9tou1xc0","1","1605125429412","gram","0","2","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","7","25897","0.0-2.0-2.1","","hy9tou1xc0","1","1605125429412","","","","",""
"3302.3749999701977","You have completed the practice. You will now begin the experiment proper, which is composed of four blocks of sequences.<br /><br />[Press spacebar to begin the experiment.]","32","html-keyboard-response","8","29200","0.0-3.0","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","9","29844","0.0-4.0-0.0","","hy9tou1xc0","1","1605125429412","","","","",""
"2242.6149998791516","<p class='stimulus'>The flowers grow in spring</p>","74","html-keyboard-response","10","32087","0.0-4.0-1.0","","hy9tou1xc0","1","1605125429412","gram","1","104","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","11","34089","0.0-4.0-2.0","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","12","34733","0.0-4.0-0.1","","hy9tou1xc0","1","1605125429412","","","","",""
"2001.0299999266863","<p class='stimulus'>There should be no problem</p>","74","html-keyboard-response","13","36735","0.0-4.0-1.1","","hy9tou1xc0","1","1605125429412","gram","1","103","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","14","38737","0.0-4.0-2.1","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","15","39380","0.0-4.0-0.2","","hy9tou1xc0","1","1605125429412","","","","",""
"1395.4500001855195","<p class='stimulus'>The newspaper can be recycled</p>","74","html-keyboard-response","16","40776","0.0-4.0-1.2","","hy9tou1xc0","1","1605125429412","gram","1","146","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","17","42777","0.0-4.0-2.2","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","18","43421","0.0-4.0-0.3","","hy9tou1xc0","1","1605125429412","","","","",""
"1633.745000232011","<p class='stimulus'>The blue whales are migrating</p>","74","html-keyboard-response","19","45055","0.0-4.0-1.3","","hy9tou1xc0","1","1605125429412","gram","1","126","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","20","47056","0.0-4.0-2.3","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","21","47700","0.0-4.0-0.4","","hy9tou1xc0","1","1605125429412","","","","",""
"2082.5749998912215","<p class='stimulus'>They have four children altogether</p>","70","html-keyboard-response","22","49783","0.0-4.0-1.4","","hy9tou1xc0","1","1605125429412","gram","1","144","false",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""red"" /></svg>","null","html-keyboard-response","23","51785","0.0-4.0-2.4","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","24","52428","0.0-4.0-0.5","","hy9tou1xc0","1","1605125429412","","","","",""
"2499.480000231415","<p class='stimulus'>The garden vegetables grew out</p>","70","html-keyboard-response","25","54928","0.0-4.0-1.5","","hy9tou1xc0","1","1605125429412","gram","1","143","false",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""red"" /></svg>","null","html-keyboard-response","26","56930","0.0-4.0-2.5","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","27","57574","0.0-4.0-0.6","","hy9tou1xc0","1","1605125429412","","","","",""
"2288.854999933392","<p class='stimulus'>She threw out the flour</p>","74","html-keyboard-response","28","59863","0.0-4.0-1.6","","hy9tou1xc0","1","1605125429412","gram","1","83","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","29","61864","0.0-4.0-2.6","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","30","62508","0.0-4.0-0.7","","hy9tou1xc0","1","1605125429412","","","","",""
"3235.8049997128546","<p class='stimulus'>Their dog very was tomatoes</p>","70","html-keyboard-response","31","65744","0.0-4.0-1.7","","hy9tou1xc0","1","1605125429412","control","1","67","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","32","67746","0.0-4.0-2.7","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","33","68390","0.0-4.0-0.8","","hy9tou1xc0","1","1605125429412","","","","",""
"2985.0200000219047","<p class='stimulus'>The iron will rust outside</p>","74","html-keyboard-response","34","71375","0.0-4.0-1.8","","hy9tou1xc0","1","1605125429412","gram","1","87","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","35","73376","0.0-4.0-2.8","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","36","74019","0.0-4.0-0.9","","hy9tou1xc0","1","1605125429412","","","","",""
"2229.9049999564886","<p class='stimulus'>That brown runs horse cried</p>","70","html-keyboard-response","37","76249","0.0-4.0-1.9","","hy9tou1xc0","1","1605125429412","control","1","46","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","38","78251","0.0-4.0-2.9","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","39","78893","0.0-4.0-0.10","","hy9tou1xc0","1","1605125429412","","","","",""
"1513.505000155419","<p class='stimulus'>The brown bugs were eaten</p>","74","html-keyboard-response","40","80407","0.0-4.0-1.10","","hy9tou1xc0","1","1605125429412","gram","1","106","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","41","82408","0.0-4.0-2.10","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","42","83052","0.0-4.0-0.11","","hy9tou1xc0","1","1605125429412","","","","",""
"2866.3150002248585","<p class='stimulus'>The famous is beach movie</p>","70","html-keyboard-response","43","85919","0.0-4.0-1.11","","hy9tou1xc0","1","1605125429412","control","1","66","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","44","87921","0.0-4.0-2.11","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","45","88564","0.0-4.0-0.12","","hy9tou1xc0","1","1605125429412","","","","",""
"3044.495000038296","<p class='stimulus'>His fine breaks pen easily</p>","70","html-keyboard-response","46","91609","0.0-4.0-1.12","","hy9tou1xc0","1","1605125429412","transword","1","26","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","47","93611","0.0-4.0-2.12","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","48","94254","0.0-4.0-0.13","","hy9tou1xc0","1","1605125429412","","","","",""
"2240.5900000594556","<p class='stimulus'>The thin falls rod gently</p>","70","html-keyboard-response","49","96495","0.0-4.0-1.13","","hy9tou1xc0","1","1605125429412","transword","1","24","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","50","98496","0.0-4.0-2.13","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","51","99140","0.0-4.0-0.14","","hy9tou1xc0","1","1605125429412","","","","",""
"3187.7799998037517","<p class='stimulus'>My wooden is cabin forget</p>","70","html-keyboard-response","52","102328","0.0-4.0-1.14","","hy9tou1xc0","1","1605125429412","control","1","44","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","53","104330","0.0-4.0-2.14","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","54","104973","0.0-4.0-0.15","","hy9tou1xc0","1","1605125429412","","","","",""
"2016.9599996879697","<p class='stimulus'>Our father many loves sick</p>","70","html-keyboard-response","55","106991","0.0-4.0-1.15","","hy9tou1xc0","1","1605125429412","control","1","47","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","56","108993","0.0-4.0-2.15","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","57","109636","0.0-4.0-0.16","","hy9tou1xc0","1","1605125429412","","","","",""
"1818.3050001971424","<p class='stimulus'>They wanted to sleep more</p>","74","html-keyboard-response","58","111455","0.0-4.0-1.16","","hy9tou1xc0","1","1605125429412","gram","1","105","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","59","113456","0.0-4.0-2.16","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","60","114099","0.0-4.0-0.17","","hy9tou1xc0","1","1605125429412","","","","",""
"1645.1849997974932","<p class='stimulus'>She eats fruit a salad</p>","70","html-keyboard-response","61","115745","0.0-4.0-1.17","","hy9tou1xc0","1","1605125429412","transword","1","27","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","62","117746","0.0-4.0-2.17","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","63","118390","0.0-4.0-0.18","","hy9tou1xc0","1","1605125429412","","","","",""
"4032.654999755323","<p class='stimulus'>The scared really children fast</p>","70","html-keyboard-response","64","122424","0.0-4.0-1.18","","hy9tou1xc0","1","1605125429412","control","1","45","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","65","124426","0.0-4.0-2.18","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","66","125069","0.0-4.0-0.19","","hy9tou1xc0","1","1605125429412","","","","",""
"1850.7150001823902","<p class='stimulus'>The belt is too long</p>","70","html-keyboard-response","67","126920","0.0-4.0-1.19","","hy9tou1xc0","1","1605125429412","gram","1","147","false",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""red"" /></svg>","null","html-keyboard-response","68","128921","0.0-4.0-2.19","","hy9tou1xc0","1","1605125429412","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","69","129566","0.0-4.0-0.20","","hy9tou1xc0","1","1605125429412","","","","",""
"3655.9350001625717","<p class='stimulus'>The baker makes good pastries</p>","74","html-keyboard-response","70","133223","0.0-4.0-1.20","","hy9tou1xc0","1","1605125429412","gram","1","127","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","71","135224","0.0-4.0-2.20","","hy9tou1xc0","1","1605125429412","","","","",""
