"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","participant","uid","list","timestamp","condition","block","item_no","correct","responses"
"1064960.2999999917","By answering the following questions, you are participating in a study being performed by cognitive scientists in the Stanford Department of Psychology. If you have questions about this research, please contact us at <a href=""mailto:stanfordpsych251@gmail.com""> stanfordpsych251@gmail.com</a>. You must be at least 18 years old to participate, and you must be a native English speaker and have normal or corrected-to-normal vision. Your participation in this research is voluntary. You may decline to answer any or all of the following questions. You may decline further participation, at any time, without adverse consequences. Your anonymity is assured; the researchers who have requested your participation will not receive any personal information about you. We have recently been made aware that your public Amazon.com profile can be accessed via your worker ID if you do not choose to opt out. If you would like to opt out of this feature, you may follow instructions available <a href=""http://www.amazon.com/gp/help/customer/display.html?nodeId=16465241"">here</a>. <br /><br />[Press spacebar to continue.]","32","html-keyboard-response","0","1064963","0.0-0.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"27814.189999990165","Each screen will show a sequence of five English words, which either form a grammatical English sentence (e.g. ""The cow eats the grass"") or an ungrammatical sequence (e.g. ""Planet orange a the mention""). Decide as rapidly and as accurately as possible if the sequence of words forms a grammatically correct sentence or not. Press the 'J' key with your right index finger if the sequence is grammatical, and press the 'F' key with your left index finger if the sequence is ungrammatical. A colored dot will then appear, indicating whether your response was correct (green) or incorrect (red).<br /><br />There will be two practice sequences, followed by four blocks of test sequences. Please sit about 60cm away from your screen, and display the task in full screen. This HIT takes around 10 minutes to complete; please complete it in one sitting. <br /><br />[Press spacebar to begin the practice.]","32","html-keyboard-response","1","1092778","0.0-1.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","2","1093405","0.0-2.0-0.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"2154.999999998836","<p class='stimulus'>It moved over there slowly</p>","74","html-keyboard-response","3","1095561","0.0-2.0-1.0","","7y6o5fz2aa","2","1605121115395","gram","0","164","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","4","1097572","0.0-2.0-2.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","5","1098196","0.0-2.0-0.1","","7y6o5fz2aa","2","1605121115395","","","","",""
"1361.5699999937788","<p class='stimulus'>The white was cat big</p>","74","html-keyboard-response","6","1099559","0.0-2.0-1.1","","7y6o5fz2aa","2","1605121115395","transword","0","163","false",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""red"" /></svg>","null","html-keyboard-response","7","1101572","0.0-2.0-2.1","","7y6o5fz2aa","2","1605121115395","","","","",""
"5606.100000004284","You have completed the practice. You will now begin the experiment proper, which is composed of four blocks of sequences.<br /><br />[Press spacebar to begin the experiment.]","32","html-keyboard-response","8","1107179","0.0-3.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","9","1107703","0.0-4.0-0.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"3278.420000002254","<p class='stimulus'>The sweet bread is good</p>","74","html-keyboard-response","10","1110982","0.0-4.0-1.0","","7y6o5fz2aa","2","1605121115395","gram","1","247","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","11","1112994","0.0-4.0-2.0","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","12","1113527","0.0-4.0-0.1","","7y6o5fz2aa","2","1605121115395","","","","",""
"1309.3850000007078","<p class='stimulus'>They wanted to sleep more</p>","74","html-keyboard-response","13","1114838","0.0-4.0-1.1","","7y6o5fz2aa","2","1605121115395","gram","1","267","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","14","1116844","0.0-4.0-2.1","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","15","1117364","0.0-4.0-0.2","","7y6o5fz2aa","2","1605121115395","","","","",""
"1915.2499999909196","<p class='stimulus'>His short felt girlfriend cold</p>","70","html-keyboard-response","16","1119280","0.0-4.0-1.2","","7y6o5fz2aa","2","1605121115395","transword","1","225","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","17","1121290","0.0-4.0-2.2","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","18","1121814","0.0-4.0-0.3","","7y6o5fz2aa","2","1605121115395","","","","",""
"1976.3850000016391","<p class='stimulus'>This is her second daughter</p>","74","html-keyboard-response","19","1123792","0.0-4.0-1.3","","7y6o5fz2aa","2","1605121115395","gram","1","307","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","20","1125795","0.0-4.0-2.3","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","21","1126314","0.0-4.0-0.4","","7y6o5fz2aa","2","1605121115395","","","","",""
"1587.2250000103377","<p class='stimulus'>They have four children altogether</p>","74","html-keyboard-response","22","1127902","0.0-4.0-1.4","","7y6o5fz2aa","2","1605121115395","gram","1","306","true",""
"null","<svg width=""40"" height=""40""><circle             cx=""20"" cy=""20"" r=""20"" fill=""green"" /></svg>","null","html-keyboard-response","23","1129916","0.0-4.0-2.4","","7y6o5fz2aa","2","1605121115395","","","","",""
"null","<p class=""stimulus"">+</p>","null","html-keyboard-response","24","1130448","0.0-4.0-0.5","","7y6o5fz2aa","2","1605121115395","","","","",""
